facilityId,facilityName,facilityClass,facilityType,belongCityId,phone,fax,url,email,address,photo,facility_service
4063,復興鄉嘎拉賀部落公墓,公立,公墓,桃園市,03-382-2323#113,,,,桃園市復興區華陵村哈嘎灣段1086地號,297|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D14/E273/F171/5a2234c8-0699-4f87-9308-bc986e312d41.jpg,
4064,吉園生命藝術園區(大吉座納骨塔),私立,骨灰(骸)存放設施,高雄市(高雄市),07-6283988,,,,高雄市(高雄縣)岡山區(岡山鎮)中崙寮路1號,325|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D21/E882/F657/cad0fa38-77f4-4d92-8560-6b7963f679b2.jpg,
4065,吉園生命藝術園區(吉園殯儀館),私立,殯儀館,高雄市(高雄市),07-6283988,,,,高雄市(高雄縣)岡山區(岡山鎮)中崙寮路1號,,
4067,臺中市大甲區第二納骨堂-懷德堂,公立,骨灰(骸)存放設施,臺中市(臺中市),04-2687-7044,04-26760501,,,臺中市(臺中縣)大甲區(大甲鎮)頂店里4鄰中山路1段1158巷51號,,
4069,臺南市大內區納骨堂,公立,骨灰(骸)存放設施,臺南市(臺南縣),06-576-1001,,http://web2.tainan.gov.tw/danei/,,臺南市(臺南縣)大內區(大內鄉)石湖里17鄰新厝子42之101號,,
4072,歐式花園骨灰存放園區,私立,骨灰(骸)存放設施,南投縣,0938-019526,,,,南投縣埔里鎮蜈蚣里鯉魚路1-3號,,
4074,清凈園殯儀館,私立,殯儀館,屏東縣,08-7228852,,,,屏東縣屏東市瑞光里民生東路11巷19號,,233127|清淨廳|||233128|靈堂-清1|||233306|VIP廳|||233317|靈堂-清31|||233318|靈堂-清32|||233319|靈堂-清33|||233320|靈堂-清35|||233141|靈堂-清17|||233142|靈堂-清18|||233143|靈堂-清19|||233144|靈堂-清20|||233145|靈堂-清21|||233186|靈堂-清0|||233135|靈堂-清9|||233136|靈堂-清10|||233137|靈堂-清11|||233138|靈堂-清13|||233139|靈堂-清15|||233140|靈堂-清16|||233129|靈堂-清2|||233130|靈堂-清3|||233131|靈堂-清5|||233132|靈堂-清6|||233133|靈堂-清7|||233134|靈堂-清8||
4075,新埤鄉華嚴世界骨灰存放設施,私立,骨灰(骸)存放設施,屏東縣,08-7380234,,,,屏東縣新埤鄉餉潭村15鄰龍潭路392號,,
4076,臺中市沙鹿區第一公墓,公立,公墓,臺中市(臺中縣),04-26634602,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)北勢二街,,
4077,臺中市沙鹿區第二公墓,公立,公墓,臺中市(臺中縣),04-26634602,,,,臺中市(臺中縣)沙鹿區(沙鹿鎮)北勢二街,,
4078,琉球鄉生命紀念館,公立,骨灰(骸)存放設施,屏東縣,08-8611790,,,,屏東縣琉球鄉中福村行政路30號,,232767|個人式骨骸位|||232768|個人式骨灰位||
4079,圓滿紀念館,私立,殯儀館,屏東縣,08-7213779,,,,屏東縣屏東市瑞光里19鄰民生東路5號,,233125|靈堂-20號|||233126|靈堂-21號|||233119|靈堂-13號|||233120|靈堂-15號|||233121|靈堂-16號|||233122|靈堂-17號|||233123|靈堂-18號|||233124|靈堂-19號|||233113|靈堂-7號|||233114|靈堂-8號|||233115|靈堂-9號|||233116|靈堂-10號|||233117|靈堂-11號|||233118|靈堂-12號|||233107|菊廳|||233108|靈堂-1號|||233109|靈堂-2號|||233110|靈堂-3號|||233111|靈堂-5號|||233112|靈堂-6號|||233102|圓廳|||233103|滿廳|||233104|梅廳|||233105|蘭廳|||233106|竹廳||
4080,麥比拉園納骨塔及納骨牆,私立,骨灰(骸)存放設施,高雄市(高雄市),07-6993089,07-6992750,,,高雄市(高雄縣)湖內區(湖內鄉)東方路684號,327|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D27/E325/F683/7117c0ad-efe5-475e-91d2-54a65f685299.jpg,
4081,獅子鄉草埔中下公墓,公立,公墓,屏東縣,08-8771129*25,08-8771703,http://www.pthg.gov.tw/TownSzt/FileDL_List.aspx獅子鄉公所官網,,屏東縣獅子鄉草埔段544地號,,"232775|山坡墓基|新台幣1,000元整/座|"
4082,鹽埔鄉納骨塔,公立,骨灰(骸)存放設施,屏東縣,08-7933996,,,,屏東縣鹽埔鄉仕絨村東平街25號,,
4083,南投市永豐納骨塔-祐寧堂,公立,骨灰(骸)存放設施,南投縣,2252713,,,,南投縣南投市永豐里11鄰工業北路45號,,
4084,永祿園,私立,骨灰(骸)存放設施,高雄市(高雄市),07-6602225,,,,高雄市(高雄縣)內門區(內門鄉)永富村寶林9-36號,,
4085,金鴻山寶塔,私立,骨灰(骸)存放設施,高雄市(高雄縣),07-3723345,,,,高雄市(高雄縣)仁武區(仁武鄉)仁福里公館二巷96號4樓,,
4086,臺中市生命禮儀管理處-東海館,公立,殯儀館,臺中市(臺中市),04-23592992,04-23509210,https://mortuary.taichung.gov.tw,x0000@taichung.gov.tw,臺中市(臺中市)西屯區福順路1177號,,232779|懷念廳|||232780|懷澤廳||
4087,雙溪懷恩堂,公立,骨灰(骸)存放設施,新北市(臺北縣),2493-0237,,,,新北市(臺北縣)雙溪區(雙溪鄉)牡丹里中正路69-1號,,
4088,私立臺北花園公墓附設永安堂,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2665-1973,,,,新北市(臺北縣)石碇區(石碇鄉)北宜公路6段小金瓜寮15號,,
4089,澎湖縣隘門納骨塔,公立,骨灰(骸)存放設施,澎湖縣,06-9221650,,,,澎湖縣湖西鄉隘門村60之6號,319|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D2/E400/F215/2881a45f-1541-4644-9e9e-4a28e666870f.JPG|320|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D32/E532/F217/92730982-4d58-4030-b41c-dce636bc367c.JPG|321|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D7/E540/F865/8cec5805-588c-41b3-9797-80994f1f42b6.JPG|322|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D16/E603/F154/e5d4e1ca-926d-4716-99bd-356b2656f29f.JPG,
4090,文殊金寶塔,私立,骨灰(骸)存放設施,屏東縣,08-7228502,,,,屏東縣屏東市民生東路11巷17號,,
4091,麟洛鄉第一公墓納骨堂,公立,骨灰(骸)存放設施,屏東縣,(08)7222553,,,,屏東縣麟洛鄉玄聖段217-1地號,,
4092,林內鄉九芎傳統公墓,公立,公墓,雲林縣,05-5896232,,,,雲林縣林內鄉,,
4095,蘆竹區第16公墓,公立,公墓,桃園市,03-3520000轉405,,,,桃園市蘆竹區頂社國小後方,,
4096,蘆竹區第17公墓,公立,公墓,桃園市,03-3520000轉405,,,,桃園市蘆竹區外社國小後方,,
4097,蘆竹區第19公墓,公立,公墓,桃園市,03-3520000轉405,,,,桃園市蘆竹區舊尋夢谷樂園旁,,
4098,蘆竹區第20公墓,公立,公墓,桃園市,03-3520000轉405,,,,桃園市蘆竹區海山路及和平街交界帶,,
4099,蘆竹區第21公墓,公立,公墓,桃園市,03-3520000轉405,,,,桃園市蘆竹區南崁溪出海口處,,
4100,龍潭區公墓公園,公立,公墓,桃園市,03-4706341,03-4096475,,,桃園市龍潭區三和里楊銅路2段325巷200號,,
4101,旗津生命紀念館,公立,骨灰(骸)存放設施,高雄市(高雄市),07-5717765,07-5716261,http://mso.kcg.gov.tw/ch/index.aspx,,高雄市(高雄市)旗津區旗津三路50號,,
4102,新屋區第八示範公墓(笨港),公立,公墓,桃園市,03-4766403,03-4766403,,,桃園市新屋區笨港里2鄰1之5號,,232850|笨港公墓|40000|
4103,茄萣區第三納骨塔,公立,骨灰(骸)存放設施,高雄市(高雄市),07-6904413,07-6904477,,,高雄市(高雄縣)茄萣區(茄萣鄉)中正路三段6號/茄萣區白砂段59-0001地號,,
4104,臺中市后里區第二納骨堂,公立,骨灰(骸)存放設施,臺中市(臺中市),04-2557-9023,04-25580448,,,臺中市(臺中縣)后里區(后里鄉)仁里里內東路廣益巷80號,,
4105,第三公墓,公立,公墓,彰化縣,048229727,,,,彰化縣永靖鄉永南段1139地號,,
4106,元長殯儀館,公立,殯儀館,雲林縣,05-7882221,,,,雲林縣元長鄉長北村元東路2-66號,,
4107,豐榮公墓殯儀館,公立,殯儀館,雲林縣,05-6552734,,,,雲林縣崙背鄉崙背鄉豐榮村豐榮4號,,
4108,斗南鎮殯儀館,公立,殯儀館,雲林縣,05-5975414,,,,雲林縣斗南鎮東明里新庄100號,,
4109,一天山寶塔,私立,骨灰(骸)存放設施,桃園市,03-3872321,03-3873575,http://www.et3.com.tw/,,桃園市大溪區美山路一段151巷36弄50號,,
4110,擁恆文創園區,私立,骨灰(骸)存放設施,臺北市,02-2465-8000,02-2465-4133,http://www.unison.tw/web/index/index.jsp,,基隆市信義區六和街6號,,232855|墓園/神位/塔位/植存商品|依官方網站公告為準|
4111,彰化縣福興鄉第十五公墓慈恩納骨堂,公立,骨灰(骸)存放設施,彰化縣,04-7800379,04-7707213,http://town.chcg.gov.tw/fuxing,m006@mail.fusing.gov.tw,彰化縣福興鄉福南村下寮巷6之14號,,232866|慈恩堂骨骸設施||彰化縣政府於100年12月16日府民行字第10003806號函同意本鄉辦理第十五公墓興建第二納骨堂 -慈恩堂，102年5月20日廠商報開工，工期300日日曆天，彰化縣政府於103年11月12日府民行字第1030382883號函同意慈恩堂起用營運，本所於103年11月14日福鄉民自第1030017762號公告103年11月16日起用營運。|232867|慈恩堂骨灰設施||彰化縣政府於100年12月16日府民行字第10003806號函同意本鄉辦理第十五公墓興建第二納骨堂 -慈恩堂，102年5月20日廠商報開工，工期300日日曆天，彰化縣政府於103年11月12日府民行字第1030382883號函同意慈恩堂起用營運，本所於103年11月14日福鄉民自第1030017762號公告103年11月16日起用營運。|232868|慈恩堂中骨灰設施||彰化縣政府於100年12月16日府民行字第10003806號函同意本鄉辦理第十五公墓興建第二納骨堂 -慈恩堂，102年5月20日廠商報開工，工期300日日曆天，彰化縣政府於103年11月12日府民行字第1030382883號函同意慈恩堂起用營運，本所於103年11月14日福鄉民自第1030017762號公告103年11月16日起用營運。|232869|慈恩堂神主牌設施||彰化縣政府於100年12月16日府民行字第10003806號函同意本鄉辦理第十五公墓興建第二納骨堂 -慈恩堂，102年5月20日廠商報開工，工期300日日曆天，彰化縣政府於103年11月12日府民行字第1030382883號函同意慈恩堂起用營運，本所於103年11月14日福鄉民自第1030017762號公告103年11月16日起用營運。
4112,淡水聖賢祠,公立,骨灰(骸)存放設施,新北市(臺北縣),02-2801-3215,,http://www.ca.ntpc.gov.tw/PageContent/List?wnd_id=203,aa5623@ms.ntpc.gov.tw,新北市(臺北縣)淡水區(淡水鎮)中和里北勢子 19-1 號,328|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D31/E845/F142/1a2733ab-2fd6-4075-947e-cd118e336706.jpg|329|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D20/E571/F299/257b6eaf-18b7-43e6-bc19-7c28f8a832fc.jpg|330|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D20/E362/F567/74d81176-a809-48a1-807f-c86414119bdc.jpg,
4113,三峽生命紀念館,公立,骨灰(骸)存放設施,新北市(臺北縣),02-2671-0609,,http://www.ca.ntpc.gov.tw/PageContent/List?wnd_id=203,,新北市(臺北縣)三峽區(三峽鎮)添福里添福81號,331|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D5/E36/F602/e37745d3-f18d-4821-bc8c-972b44b4d23d.jpg|332|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D11/E168/F579/330a27eb-a533-443f-986c-ce1163b4bb64.jpg,
4114,天陵墓園,私立,公墓,新竹縣,03-6235359,,,,新竹縣關西鎮東平里小東坑22-1號,,
4115,彰化縣埤頭鄉第六公墓感恩塔,公立,骨灰(骸)存放設施,彰化縣,048927431、0963236193,,http://www.pitou.gov.tw/ch/other/work_list.asp?cid=15,,彰化縣埤頭鄉埤頭鄉芙朝村振興路210巷33號,,232884|個人式骨灰位||如星期六、日有需要請事先聯絡本塔管理員。|232885|個人中骨灰位||如星期六、日有需要請事先聯絡本塔管理員。|232886|家族式櫃位||如星期六、日有需要請事先聯絡本塔管理員。|232887|個人式骨骸位||如星期六、日有需要請事先聯絡本塔管理員。|232888|神主牌位||如星期六、日有需要請事先聯絡本塔管理員。
4118,桃園市八德區大安公墓納骨堂,公立,骨灰(骸)存放設施,桃園市,03-3678360,,http://www.bade.tycg.gov.tw,10010015@mail.tycg.gov.tw,桃園市八德區大安里興豐路2350巷399號,,"232889|大安納骨堂骨灰(骸)存放設施|18000-20000元|每年清明節前夕舉辦春祭大典,於本所網站公布相關訊息,並書面通知家屬參加.納骨堂內不得攜入香.紙錢.祭品進入."
4119,蘆竹區示範公墓,公立,公墓,桃園市,3240446,,,,桃園市蘆竹區外社里8鄰興化路300號,,
4120,達仁鄉台坂拉里巴第二公墓(台拉段15號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉台拉段15,,
4121,達仁鄉土坂第一公墓(土坂段294號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉土坂段294,,
4122,達仁鄉土坂新興社公墓(邵雅段69、68-1號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉(邵雅段69、68-1號),,
4123,達仁鄉新化第一公墓(新化段447號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉(新化段447號),,
4124,達仁鄉新化第二公墓(新化段380號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉(新化段380號),,
4125,達仁鄉南田第一公墓(南田段232號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉(南田段232號),,
4127,達仁鄉森永第二公墓(森永段124號),公立,公墓,臺東縣,089-702249,,,,臺東縣達仁鄉(森永段124號),,
4128,綠島鄉溫泉公墓,公立,公墓,臺東縣,089-672510,,,,臺東縣綠島鄉溫泉公墓,,
4129,大武鄉古庄公墓,公立,公墓,臺東縣,089-790015,,,,臺東縣大武鄉0,,
4130,大武鄉加羅板公墓,公立,公墓,臺東縣,089-790015,,,,臺東縣大武鄉0,,
4131,義竹鄉生命紀念園區-懷親堂,公立,骨灰(骸)存放設施,嘉義縣,05-3411314,,http://61.60.42.75/,shrimp@mail.cyhg.gov.tw,嘉義縣義竹鄉岸腳村14鄰角帶圍、11-15號,333|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D443/E274/F647/f3e16e1d-935e-481a-97cc-353f0b9cbbe9.JPG|334|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D565/E257/F962/81081ab4-729b-46b2-bfdc-d4ff4bbdd94f.JPG|335|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C1/D539/E217/F356/b06deb22-aba5-49be-b11c-02c2cdbeb17b.JPG|336|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D347/E389/F916/c6dad28e-fc70-4776-865c-5f3be0e4b445.JPG|337|https://mort.moi.gov.tw/d_upload_dca/facilities/image/A0/B0/C0/D218/E614/F406/a8cef525-cb28-4bea-b251-005393a50b05.JPG,
4132,龍巖蓮園生命紀念館,私立,骨灰(骸)存放設施,花蓮縣,03-8421111,03-8420909,http://www.lungyengroup.com.tw/Page/liangarden,Customer@lungyengroup.com.tw,花蓮縣吉安鄉光華村6鄰華城路一段100號,,232910|私立福壽陵園納骨塔||骨灰骸存放設施，原名「私立福壽陵園納骨塔」；經花蓮縣政府於109年5月5日府民宗字第1090082960號函同意變更名稱為「龍巖蓮園生命紀念館」。
4133,苗栗縣造橋鄉生命紀念園區,公立,骨灰(骸)存放設施,苗栗縣,037-542255,,,,苗栗縣造橋鄉,,
4134,南竿羽化館,公立,火化場,連江縣,0836-22757,,,,連江縣南竿鄉清水村132號,,232945|遺體火化費用|每具新台幣貳仟元|
4135,欣欣金陵寶塔,私立,骨灰(骸)存放設施,基隆市,02-27029393,,,,基隆市七堵區大華三路45之10號,,
4136,卑南鄉朝安生命紀念園區,公立,公墓,臺東縣,089-572320,,,,臺東縣卑南鄉初鹿村梅園路11巷1號,,
4137,私立利嘉安樂園,私立,公墓,臺東縣,089-382969,,,,臺東縣卑南鄉利嘉村利民路261號,,
4138,私立利嘉安樂園納骨塔,私立,骨灰(骸)存放設施,臺東縣,089-385388,,,,臺東縣卑南鄉利嘉村利民路261號,,
4139,私立台東殯儀館,私立,殯儀館,臺東縣,089-324324,,,,臺東縣台東市四維路一段292號,,
4140,東山安樂園,私立,公墓,花蓮縣,03-8671261,,http://www.dong-shan.com.tw/index.html,,花蓮縣壽豐鄉鹽寮村山嶺1號,,
4141,白沙鄉第三公墓,公立,公墓,澎湖縣,9931001,,,,澎湖縣白沙鄉港尾段269.270.271.272.275.1039.1039-2.1039-3.1040-2地號,,
4144,茄萣區第二納骨堂,公立,骨灰(骸)存放設施,高雄市(高雄市),07-6904413,07-6904477,,,高雄市(高雄縣)茄萣區(茄萣鄉)高雄市茄萣區中正路三段6號/茄萣區白砂段59-0001地號,,
4145,路竹第二納骨塔,公立,骨灰(骸)存放設施,高雄市(高雄市),0972965509,,,,高雄市(高雄縣)路竹區(路竹鄉)路竹區環球路90巷96弄35號/新園段2055-0003地號,,
4146,燕巢區深水山樸園樹葬區,公立,骨灰(骸)存放設施,高雄市(高雄市),07-6152424,,,,高雄市(高雄縣)燕巢區(燕巢鄉)深水路4巷67號/深水段208-1地號,,
4148,懷軒園,私立,骨灰(骸)存放設施,屏東縣,08-7626958,,,,屏東縣長治鄉德成村中興路566-3號,,
4149,迦南墓園,私立,骨灰(骸)存放設施,屏東縣,08-7761968,,,,屏東縣萬丹鄉寶厝村惠崙路319巷75號,,
4150,來義第九公墓納骨塔,公立,骨灰(骸)存放設施,屏東縣,08-7850251轉112,,,,屏東縣來義鄉文樂村餉林路一段平埔巷1、2號,,
4151,霧臺第三公墓納骨牆,公立,骨灰(骸)存放設施,屏東縣,08-7902234轉116,,,,屏東縣霧台鄉霧臺段600、600-1、600-2地號,,
4152,內埔-無主存放所,公立,骨灰(骸)存放設施,屏東縣,08-7793705,,,,屏東縣內埔鄉和興段362地號,,
4154,玉井區懷恩堂納骨塔,公立,骨灰(骸)存放設施,臺南市(臺南市),06-5747099,,,,臺南市(臺南縣)玉井區(玉井鄉)望明里望明106之2號,,
4155,大內區納骨塔,公立,骨灰(骸)存放設施,臺南市(臺南市),06-5765005,,,,臺南市(臺南縣)大內區(大內鄉)石湖里17鄰新厝子42之101號,,
4156,新竹長生天生命紀念園區,私立,殯儀館,新竹縣,03-5981007,,,,新竹縣湖口鄉波羅村大愛街88號,,233414|長忠廳|||233415|長孝廳|||233416|長仁廳|||233417|長愛廳|||233418|長信廳|||233419|長義廳|||233420|長和廳|||233421|長平廳|||233461|生耀廳|||233462|生輝廳||
4157,新竹長生天生命紀念園區,私立,火化場,新竹縣,03-5981007,,,,新竹縣湖口鄉波羅村大愛街88號,,
4158,天陵墓園,私立,骨灰(骸)存放設施,新竹縣,03-6235359,,,,新竹縣關西鎮東平里小東坑22-1號,,
4159,和美鎮立殯儀館,公立,殯儀館,彰化縣,04-7350384,,,,彰化縣和美鎮美寮路二段135號,,232956|禮堂申請使用、小靈堂申請使用|禮堂使用費每天1000元、小靈堂使用費每次1500元|現場承辦人員：姚志龍先生、許承隆先生|232957|冰櫃寄存|冰櫃寄存電費每天200元|現場承辦人員：姚志龍先生、許承隆先生
4162,路竹區第四公墓納骨塔,公立,骨灰(骸)存放設施,高雄市(高雄市),0972965509,,,,高雄市(高雄縣)路竹區(路竹鄉)大公路471號/路竹區順安段84.85.86.87.88.90地號,,
4163,新營區第一公墓,公立,公墓,臺南市(臺南市),066322015,066320703,,ku120947@ms1.sych.gov.tw,臺南市(臺南縣)新營區(新營市)新營段583號,,
4164,麻豆區第一公墓,公立,公墓,臺南市(臺南市),065704514,065704776,,MU1719@MAIL.TAINAN.GOV.TW,臺南市(臺南縣)麻豆區(麻豆鎮)港埔段1258、1258-1號,,
4165,下營區第二示範公墓,公立,公墓,臺南市(臺南市),066790201,066890509,,60802kj@mail.tainan.gov.tw,臺南市(臺南縣)下營區(下營鄉)大屯寮3511、3511-2、3512、3515、3516、3517、3523號,,
4166,六甲區公墓公園化,公立,公墓,臺南市(臺南市),066988045,066991813,,gol1126@mail.tainan.gov.tw,臺南市(臺南縣)六甲區(六甲鄉)六甲段10-9、10-65號,,
4167,西港區第一公墓,公立,公墓,臺南市(臺南市),067963396,067963397,,hch@mail.tainan.gov.tw,臺南市(臺南縣)西港區(西港鄉)慶安段2號,,
4168,西港區第三公墓,公立,公墓,臺南市(臺南市),067963396,067963397,,hch@mail.tainan.gov.tw,臺南市(臺南縣)西港區(西港鄉)西港段618、南海埔段7、48號,,
4169,西港區第四公墓,公立,公墓,臺南市(臺南市),067963396,067963397,,hch@mail.tainan.gov.tw,臺南市(臺南縣)西港區(西港鄉)劉厝段1886、1902、1935、1901-2、1900-2號,,
4170,彰化市第二納骨塔,公立,骨灰(骸)存放設施,彰化縣,07-7118197,,,,彰化縣彰化市大埔路172-5號,,
4171,中壢區第六公墓,公立,公墓,桃園市,(03)4522944,,,,桃園市中壢區中北段263、299地號,,
4172,大溪區第二公墓,公立,公墓,桃園市,(03)3882201#103,,,,桃園市大溪區康莊段0642等15個地號,,
4173,八德區第一公墓(霄裡),公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區霄裡段130等4筆,,
4174,八德區第二公墓,公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區八塊段1048,,
4175,八德區第三公墓,公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區中華段1024、945,,
4176,八德區第四公墓,公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區大湳段693,,
4177,八德區第五公墓,公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區大仁段526等7筆,,
4178,八德區第六公墓,公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區白鷺段592,,
4179,八德區第七公墓,公立,公墓,桃園市,(03)3683155#215,,,,桃園市八德區茄冬段459,,
4180,平鎮區第一公墓,公立,公墓,桃園市,(03)4572105#2121,,,,桃園市平鎮區東勢44地號,,
4181,平鎮區第二公墓,公立,公墓,桃園市,(03)4572105#2121,,,,桃園市平鎮區東勢46地號,,
4182,平鎮區第三公墓,公立,公墓,桃園市,(03)4572105#2121,,,,桃園市平鎮區東勢124-11地號,,
4183,平鎮區第四公墓,公立,公墓,桃園市,(03)4572105#2121,,,,桃園市平鎮區山子頂124地號,,
4184,平鎮區第七公墓,公立,公墓,桃園市,(03)4572105#2121,,,,桃園市平鎮區北勢段416、417、631地號,,
4185,平鎮區第十公墓,公立,公墓,桃園市,(03)4572105#2121,,,,桃園市平鎮區雙連坡100-27地號,,
4186,龍潭區公墓公園納骨堂,公立,公墓,桃園市,(03)4703070#1118,,,,桃園市龍潭區龍潭區三治水段996、998-2、1001-1地號,,
4187,和美鎮第16公墓-示範公墓,公立,公墓,彰化縣,04-7350384,,,,彰化縣和美鎮美寮路二段135號,,
4188,安香山陵座,私立,骨灰(骸)存放設施,新竹市,03-5378917,,,,新竹市香山區師院段,,
4189,彰化縣和美鎮第二靈安堂,公立,骨灰(骸)存放設施,彰化縣,04-7552449,,,,彰化縣和美鎮美寮路2段133巷220號,,232958|靈安堂堂位|依彰化縣和美鎮公墓暨納骨堂使用管理自治條例規定收費|管理人員邱思瑩小姐、陳棋文先生|232959|靈安堂堂位|依彰化縣和美鎮公墓暨納骨堂使用管理自治條例規定收費|管理人員邱思瑩小姐、陳棋文先生|232960|靈安堂神主牌位|依彰化縣和美鎮公墓暨納骨堂使用管理自治條例規定收費|管理人員邱思瑩小姐、陳棋文先生
4192,龍巖福田陵園附設福田生命紀念館,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2498-0666,,,,新北市(臺北縣)萬里區(萬里鄉)磺潭里員潭22-4號,,
4193,懷恩寶殿,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2637-1887,,,,新北市(臺北縣)三芝區(三芝鄉)圓山里,,
4194,日光苑,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2498-5911,,http://www.memory.com.tw/,gbs@mail.memory.com.tw,新北市(臺北縣)金山區(金山鄉)西湖里,,
4195,萬佛塔,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2498-5911,,http://www.memory.com.tw/,gbs@mail.memory.com.tw,新北市(臺北縣)金山區(金山鄉)西湖里西勢湖18號,,
4196,對越寺,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2498-2570,,http://www.chanyun.com.tw/garden.htm,,新北市(臺北縣)金山區(金山鄉)五湖里南勢湖74之9號,,
4197,祥雲觀,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2498-2570,,http://www.chanyun.com.tw/garden.htm,,新北市(臺北縣)金山區(金山鄉)五湖里南勢湖74-9號,,
4198,私立天品寶塔,私立,骨灰(骸)存放設施,新北市(臺北縣),(02)2672-8822,,,,新北市(臺北縣)三峽區(三峽鎮)添福13之21號,,
4199,台北三芝新小基隆段山坡地殯葬設施,私立,公墓,新北市(臺北縣),無,,,,新北市(臺北縣)三芝區(三芝鄉)新小基隆段埔頭坑小段248等地號,,
4201,三峽區弘道示範公墓,公立,公墓,新北市(臺北縣),(02)2671-1017分機203,,,,新北市(臺北縣)三峽區(三峽鎮)福德坑段960等地號,,
4203,大園生命紀念館,公立,骨灰(骸)存放設施,桃園市,03-3866246,,,,桃園市大園區圳頭里中華路259號,,232974|個人式骨灰位|||232975|雙人式骨灰位|||232976|十人式家族櫃|||232977|特殊宗教骨灰|||232978|個人式骨骸櫃|||233166|六人式家族櫃|||233167|八人式家族Ａ|||233168|八人式家族Ｂ|||233169|神主牌位||
4204,臺中市清水區第二公墓第二納骨塔,公立,骨灰(骸)存放設施,臺中市(臺中市),04-26239541,04-26221479,,,臺中市(臺中縣)清水區(清水鎮)頂湳路101-1號,,
4205,臺中市大雅區生命藝術館,公立,骨灰(骸)存放設施,臺中市(臺中市),04-25650089,0425604231,,,臺中市(臺中縣)大雅區(大雅鄉)民生路四段376巷99號,,
4206,臺中市烏日功德二堂,公立,骨灰(骸)存放設施,臺中市(臺中市),04-23891970,04-23893774,,,臺中市(臺中縣)烏日區(烏日鄉)學田里成功西路250號,,
4207,臺中市南屯區第一花園公墓-榮美殿,公立,骨灰(骸)存放設施,臺中市(臺中市),04-2380-1137,,,,臺中市(臺中市)南屯區文山南巷901號,,
4208,臺中市南屯區第一花園公墓-中台福座,公立,骨灰(骸)存放設施,臺中市(臺中市),04-2380-1137,,,,臺中市(臺中市)南屯區文山南巷901號,,
4209,臺中市大甲區第三公墓,公立,公墓,臺中市(臺中市),04-26877044,,,,臺中市(臺中縣)大甲區(大甲鎮)德化段1108、1110、1117,,
4210,臺中市大甲區第十一公墓,公立,公墓,臺中市(臺中市),04-26877044,,,,臺中市(臺中縣)大甲區(大甲鎮)雙寮段113,,
4211,臺中市大肚山回教公墓,公立,公墓,臺中市(臺中市),04-26995874,,,,臺中市(臺中縣)大肚區(大肚鄉)山陽段455,,
4212,臺中市霧峰區第八公墓,公立,公墓,臺中市(臺中市),04-23393576,,,,臺中市(臺中縣)霧峰區(霧峰鄉)勢西段933、947,,
4213,新竹市示範公墓,公立,公墓,新竹市,03-5220179,,http://dep-hcfaa.hccg.gov.tw/hcfaa/ch/index.jsp,hc7700@ems.hccg.gov.tw,新竹市北區成德一街,,
4214,南投市第16公墓（鳳山）,公立,公墓,南投縣,049-2252713,,,,南投縣南投市草尾嶺段464、491,,
