Unnamed: 0,匯入時間,統計時間,區域別代碼,縣市,鄉鎮市區,村里,戶數,人口數,人口數-男,人口數_人口數_女,人口數_0歲_男,人口數_0歲_女,人口數_1歲_男,人口數_1歲_女,人口數_2歲_男,人口數_2歲_女,人口數_3歲_男,人口數_3歲_女,人口數_4歲_男,人口數_4歲_女,人口數_5歲_男,人口數_5歲_女,人口數_6歲_男,人口數_6歲_女,人口數_7歲_男,人口數_7歲_女,人口數_8歲_男,人口數_8歲_女,人口數_9歲_男,人口數_9歲_女,人口數_10歲_男,人口數_10歲_女,人口數_11歲_男,人口數_11歲_女,人口數_12歲_男,人口數_12歲_女,人口數_13歲_男,人口數_13歲_女,人口數_14歲_男,人口數_14歲_女,人口數_15歲_男,人口數_15歲_女,人口數_16歲_男,人口數_16歲_女,人口數_17歲_男,人口數_17歲_女,人口數_18歲_男,人口數_18歲_女,人口數_19歲_男,人口數_19歲_女,人口數_20歲_男,人口數_20歲_女,人口數_21歲_男,人口數_21歲_女,人口數_22歲_男,人口數_22歲_女,人口數_23歲_男,人口數_23歲_女,人口數_24歲_男,人口數_24歲_女,人口數_25歲_男,人口數_25歲_女,人口數_26歲_男,人口數_26歲_女,人口數_27歲_男,人口數_27歲_女,人口數_28歲_男,人口數_28歲_女,人口數_29歲_男,人口數_29歲_女,人口數_30歲_男,人口數_30歲_女,人口數_31歲_男,人口數_31歲_女,人口數_32歲_男,人口數_32歲_女,人口數_33歲_男,人口數_33歲_女,人口數_34歲_男,人口數_34歲_女,人口數_35歲_男,人口數_35歲_女,人口數_36歲_男,人口數_36歲_女,人口數_37歲_男,人口數_37歲_女,人口數_38歲_男,人口數_38歲_女,人口數_39歲_男,人口數_39歲_女,人口數_40歲_男,人口數_40歲_女,人口數_41歲_男,人口數_41歲_女,人口數_42歲_男,人口數_42歲_女,人口數_43歲_男,人口數_43歲_女,人口數_44歲_男,人口數_44歲_女,人口數_45歲_男,人口數_45歲_女,人口數_46歲_男,人口數_46歲_女,人口數_47歲_男,人口數_47歲_女,人口數_48歲_男,人口數_48歲_女,人口數_49歲_男,人口數_49歲_女,人口數_50歲_男,人口數_50歲_女,人口數_51歲_男,人口數_51歲_女,人口數_52歲_男,人口數_52歲_女,人口數_53歲_男,人口數_53歲_女,人口數_54歲_男,人口數_54歲_女,人口數_55歲_男,人口數_55歲_女,人口數_56歲_男,人口數_56歲_女,人口數_57歲_男,人口數_57歲_女,人口數_58歲_男,人口數_58歲_女,人口數_59歲_男,人口數_59歲_女,人口數_60歲_男,人口數_60歲_女,人口數_61歲_男,人口數_61歲_女,人口數_62歲_男,人口數_62歲_女,人口數_63歲_男,人口數_63歲_女,人口數_64歲_男,人口數_64歲_女,人口數_65歲_男,人口數_65歲_女,人口數_66歲_男,人口數_66歲_女,人口數_67歲_男,人口數_67歲_女,人口數_68歲_男,人口數_68歲_女,人口數_69歲_男,人口數_69歲_女,人口數_70歲_男,人口數_70歲_女,人口數_71歲_男,人口數_71歲_女,人口數_72歲_男,人口數_72歲_女,人口數_73歲_男,人口數_73歲_女,人口數_74歲_男,人口數_74歲_女,人口數_75歲_男,人口數_75歲_女,人口數_76歲_男,人口數_76歲_女,人口數_77歲_男,人口數_77歲_女,人口數_78歲_男,人口數_78歲_女,人口數_79歲_男,人口數_79歲_女,人口數_80歲_男,人口數_80歲_女,人口數_81歲_男,人口數_81歲_女,人口數_82歲_男,人口數_82歲_女,人口數_83歲_男,人口數_83歲_女,人口數_84歲_男,人口數_84歲_女,人口數_85歲_男,人口數_85歲_女,人口數_86歲_男,人口數_86歲_女,人口數_87歲_男,人口數_87歲_女,人口數_88歲_男,人口數_88歲_女,人口數_89歲_男,人口數_89歲_女,人口數_90歲_男,人口數_90歲_女,人口數_91歲_男,人口數_91歲_女,人口數_92歲_男,人口數_92歲_女,人口數_93歲_男,人口數_93歲_女,人口數_94歲_男,人口數_94歲_女,人口數_95歲_男,人口數_95歲_女,人口數_96歲_男,人口數_96歲_女,人口數_97歲_男,人口數_97歲_女,人口數_98歲_男,人口數_98歲_女,人口數_99歲_男,人口數_99歲_女,人口數_100歲以上_男,人口數_100歲以上_女
3122,20211201,202109,67000330014,臺南市,南區,喜東里,841,2403,1241,1162,6,4,4,6,6,12,8,7,12,8,6,7,7,11,9,8,8,8,5,12,9,9,6,8,9,10,11,11,10,13,10,5,13,12,14,13,12,17,13,17,12,12,18,19,9,13,13,11,12,14,13,12,16,11,8,8,24,10,13,16,20,15,11,12,22,13,16,9,19,13,20,19,16,18,20,14,28,22,28,14,30,23,34,21,26,16,19,20,28,21,31,28,26,20,25,21,19,23,28,17,23,16,16,19,22,15,19,19,30,17,17,16,14,14,15,14,17,18,13,18,22,22,14,19,11,23,13,16,23,18,13,16,22,13,15,14,20,22,15,14,8,14,14,11,8,8,9,9,4,10,5,8,2,8,7,12,8,7,7,8,9,5,4,6,2,4,3,8,2,5,6,3,1,0,1,0,0,2,1,2,1,0,2,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3123,20211201,202109,67000330015,臺南市,南區,喜北里,849,2454,1269,1185,7,3,10,5,6,8,10,10,8,8,5,7,9,5,9,6,7,9,17,9,6,14,6,9,6,16,14,8,3,10,14,9,9,8,13,14,13,13,12,7,15,13,24,9,16,10,13,11,14,15,22,15,13,13,19,10,24,18,13,16,19,9,16,16,15,14,18,16,17,12,20,17,24,19,19,11,24,24,12,23,26,20,23,15,25,20,17,32,21,30,27,19,20,13,27,14,21,19,26,9,17,25,14,25,23,26,15,22,39,19,19,16,17,21,14,15,18,10,17,17,22,14,11,13,23,20,19,18,14,19,16,20,18,19,14,22,8,20,32,27,20,12,16,17,9,11,6,8,7,5,4,6,9,6,6,7,11,13,4,5,5,8,2,3,5,6,6,6,6,4,2,8,3,1,1,2,2,1,0,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3124,20211201,202109,67000330016,臺南市,南區,喜南里,488,1326,689,637,3,3,6,0,3,5,6,1,2,3,1,8,4,3,1,1,1,2,9,2,3,1,3,3,3,3,3,2,4,7,7,6,6,7,3,5,5,7,7,5,10,6,2,12,7,11,9,4,14,3,7,13,5,9,8,6,12,6,9,7,5,3,6,4,5,8,10,11,2,7,10,9,4,7,8,11,7,9,17,9,13,11,12,7,16,11,15,13,16,9,16,8,9,14,11,5,10,9,7,10,17,14,7,12,13,7,7,8,8,9,15,5,14,8,14,12,11,11,13,15,8,9,14,7,13,13,11,9,17,11,11,15,13,17,16,10,8,11,13,9,6,5,9,8,5,4,5,5,5,10,3,0,5,6,3,8,9,8,8,2,4,4,5,4,6,2,2,3,1,2,1,4,1,3,1,1,1,1,1,3,1,3,0,1,1,3,0,3,0,1,1,1,0,0,0,0,0,3,0,0,0,1
3125,20211201,202109,67000330017,臺南市,南區,省躬里,1700,4626,2353,2273,32,16,23,18,19,23,27,26,33,18,20,19,17,12,11,16,20,16,14,19,18,12,17,10,21,18,19,22,32,15,19,17,21,19,13,19,25,19,21,26,22,19,23,27,26,23,21,23,19,34,43,25,31,30,45,40,35,29,39,34,46,41,43,43,50,44,41,51,39,38,35,55,48,47,50,44,54,41,62,52,58,54,43,39,48,53,45,37,35,47,49,35,39,35,31,29,29,36,40,36,35,29,32,25,30,24,22,29,32,23,31,24,27,26,27,27,34,37,34,26,33,36,30,20,26,34,19,35,32,31,28,39,12,23,33,25,26,23,25,33,21,19,17,17,22,22,12,16,10,14,7,7,9,15,9,14,8,14,11,4,7,10,4,12,4,8,6,4,8,6,3,6,1,4,2,3,3,0,1,3,0,1,2,1,1,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
3126,20211201,202109,67000330018,臺南市,南區,興農里,1093,3091,1567,1524,13,8,15,12,10,10,13,17,21,15,21,16,18,10,14,15,7,17,9,12,8,8,12,8,13,12,14,12,10,16,17,10,14,6,7,13,10,14,17,11,16,16,11,17,21,18,22,16,23,21,19,21,25,17,22,24,32,24,24,22,28,23,33,39,26,28,29,35,22,25,32,31,32,40,22,29,38,33,34,33,40,32,34,35,33,29,34,27,28,21,24,19,28,20,13,21,16,24,23,17,20,16,23,24,17,25,30,23,25,19,28,18,18,18,21,15,21,29,27,20,24,17,25,16,29,15,23,26,14,22,15,21,14,10,11,17,14,19,14,14,14,21,12,12,18,10,8,7,3,9,1,7,4,5,5,10,2,9,5,3,6,6,6,3,1,2,3,5,3,8,3,3,2,6,2,2,2,3,2,2,1,4,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3127,20211201,202109,67000330019,臺南市,南區,同安里,822,2535,1292,1243,6,2,7,7,5,4,11,13,12,11,14,8,18,11,5,9,9,9,11,13,7,11,9,4,13,13,12,8,13,14,15,14,14,10,20,12,9,13,10,12,20,14,21,10,10,12,11,15,21,15,24,16,22,15,17,20,18,13,22,11,21,24,22,21,18,14,21,12,13,9,15,19,19,21,11,33,28,22,26,25,20,26,21,26,22,22,18,27,30,26,34,19,14,12,24,16,14,14,18,13,23,19,20,15,21,22,22,22,22,23,13,23,30,21,31,22,24,24,18,18,21,11,24,16,15,18,18,12,12,22,11,21,15,16,14,13,12,13,11,12,9,17,8,6,8,10,10,11,8,10,4,9,8,3,4,13,4,7,6,10,3,3,8,9,5,4,5,5,3,5,2,0,0,7,0,4,2,1,0,2,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3128,20211201,202109,67000330020,臺南市,南區,佛壇里,917,2939,1507,1432,6,3,13,9,4,8,9,5,16,13,14,20,25,10,12,13,11,10,13,17,19,14,10,5,12,12,20,15,16,15,18,16,14,11,15,15,12,13,20,5,19,19,23,34,27,16,25,17,15,22,14,28,25,23,27,18,16,18,16,21,20,24,22,18,24,18,12,22,29,23,22,20,28,20,27,25,28,24,34,32,35,26,22,35,33,20,19,36,27,24,38,23,24,22,23,29,17,23,30,18,19,20,24,17,22,24,19,19,26,10,20,22,12,24,26,22,15,27,24,21,23,22,18,17,22,17,23,22,21,20,17,23,17,19,21,18,15,16,14,15,10,18,14,5,12,6,8,12,7,8,4,3,7,3,10,6,4,7,6,9,8,4,3,3,4,8,3,3,2,2,0,3,2,3,3,1,1,0,0,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3129,20211201,202109,67000330021,臺南市,南區,大林里,1073,2430,1166,1264,4,6,6,3,8,6,4,5,7,10,5,5,7,6,3,8,9,4,9,11,7,7,9,5,6,4,12,3,8,5,4,11,6,10,9,6,17,10,13,8,17,12,16,16,11,19,16,17,14,18,12,16,18,19,14,16,13,16,15,14,22,26,9,19,17,19,17,18,13,10,18,7,20,12,16,23,24,15,23,18,15,22,18,22,19,15,17,26,16,13,16,22,20,14,16,19,11,17,15,13,16,19,22,11,12,17,14,21,18,23,15,20,20,19,12,30,12,14,23,20,18,27,19,27,21,31,16,22,33,27,25,20,13,16,23,16,22,24,13,22,14,18,15,18,11,14,6,12,13,10,10,13,8,12,8,10,4,10,6,5,9,14,8,9,11,5,4,10,4,7,4,6,3,2,2,1,0,1,4,1,4,4,6,3,1,0,1,2,1,0,1,1,0,1,0,2,0,0,0,0,0,1
3130,20211201,202109,67000330022,臺南市,南區,大忠里,1966,4947,2448,2499,10,5,14,18,15,14,11,8,12,9,14,13,16,14,8,3,16,11,14,15,14,15,8,18,14,13,17,15,23,21,14,15,21,14,17,15,24,15,22,18,20,27,24,31,25,34,23,22,28,29,44,29,38,30,36,32,35,33,37,21,34,39,46,40,40,28,39,34,26,38,31,33,32,27,46,36,50,46,35,41,53,46,44,45,41,46,44,33,43,42,32,31,25,36,32,23,32,31,42,26,27,31,40,33,46,48,30,31,41,34,44,47,33,49,22,30,37,50,37,42,42,52,39,54,47,49,50,49,55,39,43,41,37,45,41,31,35,44,38,25,32,50,25,36,24,33,18,39,12,29,21,15,11,12,10,28,16,16,19,18,10,18,12,16,11,10,4,7,5,9,6,12,10,6,3,9,3,8,6,5,5,4,4,7,1,3,7,4,4,2,1,0,2,0,1,0,0,1,0,0,0,0
3131,20211201,202109,67000330023,臺南市,南區,大恩里,1513,3756,1820,1936,5,6,5,5,10,7,9,11,8,10,10,7,9,9,8,16,8,7,12,9,7,8,8,11,22,9,11,12,7,15,16,18,13,14,24,13,12,18,16,15,20,18,23,25,24,21,31,26,25,21,22,21,17,17,15,18,20,21,20,21,29,28,23,26,38,25,24,24,23,28,28,19,26,28,31,23,34,25,39,35,31,30,29,22,44,33,47,27,38,35,36,27,36,40,28,28,24,31,30,26,36,25,28,27,30,36,30,25,22,29,30,25,20,37,32,28,19,27,24,32,24,30,19,33,29,32,36,31,20,48,31,34,27,31,26,44,30,31,24,40,27,35,18,24,14,27,11,24,14,24,8,9,8,20,13,13,8,20,11,9,11,10,7,13,7,12,9,9,5,10,4,9,9,4,2,5,4,5,4,7,9,4,1,0,1,1,1,3,1,1,0,2,0,0,0,1,0,0,0,0,1,1
3132,20211201,202109,67000330024,臺南市,南區,新生里,1928,3681,1688,1993,5,4,8,12,8,6,17,9,12,12,16,18,6,12,7,7,8,6,12,7,6,11,3,5,9,6,5,5,14,6,18,9,12,10,11,11,15,12,13,12,11,13,14,18,14,17,23,24,15,24,17,20,16,19,19,16,24,22,30,24,20,34,29,30,32,25,27,24,18,24,24,34,29,30,39,20,32,34,28,31,46,26,29,27,34,30,28,35,26,26,21,30,20,25,15,23,14,33,20,34,18,32,28,35,29,28,26,30,30,21,32,32,20,26,29,39,21,53,31,36,30,50,21,36,30,32,38,36,33,31,29,36,25,26,28,35,25,37,24,43,30,26,20,14,22,29,17,28,12,27,7,15,10,14,9,21,7,10,6,12,8,12,4,12,2,12,5,7,2,7,2,10,2,14,8,10,5,6,4,3,11,11,5,8,3,7,6,6,3,5,3,7,3,5,5,3,0,3,0,1,1,2
3133,20211201,202109,67000330025,臺南市,南區,再興里,989,2499,1197,1302,5,3,7,3,4,7,2,9,7,8,13,11,8,12,4,9,11,7,10,10,9,5,4,6,4,11,9,8,8,9,13,6,12,6,9,9,11,10,10,6,17,15,9,11,11,14,9,17,19,14,19,11,14,26,20,15,20,13,21,19,13,20,19,9,18,19,13,16,14,14,19,18,26,18,17,22,9,15,29,19,20,13,17,16,21,23,20,28,15,19,15,22,22,20,16,19,25,18,15,19,16,19,21,14,16,11,23,18,17,22,28,29,16,26,14,21,21,20,18,21,17,22,18,25,19,22,18,22,21,12,18,25,18,19,22,16,17,22,11,20,10,15,14,21,13,12,11,17,6,16,8,9,4,9,10,17,9,7,6,12,9,15,9,8,5,9,5,11,6,11,6,5,3,8,5,7,2,0,1,2,1,1,1,2,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3134,20211201,202109,67000330026,臺南市,南區,明興里,1336,3695,1787,1908,7,7,10,8,8,15,13,15,13,18,13,10,11,13,9,12,15,17,15,13,13,8,10,10,8,11,10,16,9,10,10,14,16,15,11,17,17,24,22,12,22,19,17,20,10,18,26,13,25,38,31,33,22,24,24,29,20,30,22,22,22,30,24,26,25,21,35,23,23,26,30,28,25,24,29,32,36,36,32,33,30,39,31,39,44,30,41,35,30,24,30,23,25,24,27,22,21,32,29,34,24,32,31,23,21,15,28,20,23,27,27,29,29,29,22,28,36,33,32,36,31,27,28,36,29,27,25,34,21,27,30,36,31,37,18,37,30,30,33,35,26,26,15,14,18,23,15,18,13,12,12,9,8,7,7,6,9,14,7,16,4,11,10,7,4,10,10,7,6,10,3,6,2,5,3,3,5,2,2,3,2,4,2,1,3,0,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0
3135,20211201,202109,67000330027,臺南市,南區,文華里,1342,3534,1695,1839,4,5,10,3,3,9,12,6,16,6,9,9,5,7,7,14,12,7,8,8,4,5,14,8,10,11,14,10,10,11,8,12,18,16,7,12,15,10,13,20,12,14,32,24,22,15,23,15,27,21,28,22,29,28,28,20,24,26,26,30,25,27,27,26,29,31,27,27,25,15,22,18,25,32,27,24,38,25,34,33,27,27,33,32,19,24,28,23,23,30,26,29,11,26,29,25,24,22,24,27,21,26,27,32,20,29,22,31,29,36,23,29,31,33,30,30,35,19,30,22,23,39,26,38,23,41,28,39,20,44,27,36,27,30,28,25,27,28,29,28,19,30,11,24,23,17,16,23,9,25,9,10,12,9,9,7,12,15,9,17,6,16,9,16,4,11,8,11,14,6,9,9,5,5,3,6,4,8,1,3,1,4,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3136,20211201,202109,67000330028,臺南市,南區,金華里,2184,5550,2692,2858,7,11,19,9,17,17,16,14,16,18,14,17,21,19,15,15,13,24,28,11,9,17,14,12,16,15,21,16,21,16,25,12,21,16,22,29,27,31,32,23,33,43,35,36,33,32,23,34,38,22,31,30,38,31,38,32,31,40,37,37,38,31,43,29,38,42,47,33,36,38,39,23,34,36,41,40,55,54,41,44,39,47,47,35,41,31,53,36,29,46,44,39,33,43,46,44,39,42,42,55,40,52,40,59,45,56,41,49,39,54,44,49,37,57,54,59,45,53,50,36,42,50,44,49,46,47,37,43,46,52,35,35,33,47,34,44,39,38,29,54,35,29,37,34,22,35,26,24,22,33,17,20,18,27,16,21,23,25,17,28,19,24,13,14,15,17,10,10,6,14,9,4,10,11,8,11,5,6,4,6,1,4,1,3,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
3137,20211201,202109,67000330029,臺南市,南區,南都里,1401,3005,1618,1387,4,10,6,7,10,6,9,6,9,14,11,9,4,12,10,10,8,16,6,5,10,12,7,6,12,7,14,5,11,13,9,8,10,7,11,13,12,7,14,4,20,14,13,18,13,6,17,16,16,16,15,14,23,14,23,8,26,14,23,21,25,24,21,15,24,18,22,17,32,15,21,11,22,14,36,19,23,29,29,23,27,37,23,34,25,25,22,18,35,20,23,20,41,15,29,19,20,16,21,23,20,22,28,21,36,23,28,33,28,23,28,30,29,27,38,28,33,26,36,23,29,37,34,20,35,25,33,24,24,23,32,29,28,32,21,33,23,13,22,20,22,17,18,14,17,6,8,15,7,7,7,10,8,9,6,10,9,7,7,5,4,3,3,8,3,5,4,1,1,5,5,5,1,4,1,5,1,1,2,1,0,0,0,1,0,3,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
3138,20211201,202109,67000330030,臺南市,南區,開南里,2475,6406,3109,3297,17,14,18,19,21,15,20,20,22,22,23,20,21,26,18,14,30,46,30,21,27,20,21,16,27,17,15,23,20,18,26,18,28,28,30,34,24,30,46,17,23,30,27,32,23,33,36,28,29,35,42,37,35,52,56,57,52,41,50,28,54,46,51,50,39,51,56,59,53,48,53,49,65,55,59,57,71,72,68,66,64,59,71,67,69,57,55,55,62,51,56,56,50,46,51,46,36,44,40,40,36,45,32,29,40,45,50,46,38,45,39,53,40,58,42,48,44,73,43,65,44,55,62,78,43,73,44,61,48,59,45,61,49,55,46,67,46,44,46,40,33,35,39,32,26,23,19,30,19,23,11,9,8,14,7,17,15,14,13,15,11,18,7,10,6,11,4,6,6,11,3,7,3,7,4,7,5,5,0,3,4,2,4,3,2,5,0,0,0,2,1,0,0,2,0,0,0,1,2,0,0,0
3139,20211201,202109,67000330031,臺南市,南區,彰南里,661,1730,855,875,5,3,8,7,7,6,7,6,9,10,4,5,3,6,6,2,10,6,7,4,3,6,3,3,5,3,7,8,6,9,4,6,10,6,4,8,3,5,6,6,5,10,7,12,12,11,10,6,7,7,7,13,8,13,12,6,10,14,13,12,10,9,15,11,12,14,9,19,12,15,19,10,15,13,9,18,25,14,13,16,17,13,12,16,16,12,14,9,12,9,15,13,9,12,15,11,10,13,9,6,12,15,12,9,11,17,12,13,10,13,16,14,17,7,14,11,11,12,12,20,15,20,16,15,13,18,16,15,11,13,13,15,17,17,13,17,15,21,12,7,14,10,13,5,6,8,5,11,5,7,5,5,5,2,9,6,6,12,12,7,7,6,1,4,6,4,4,7,1,4,3,4,3,2,1,3,0,2,0,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3140,20211201,202109,67000330032,臺南市,南區,建南里,1962,5729,2945,2784,16,26,15,19,27,17,23,22,22,27,26,23,23,10,22,20,21,17,19,16,20,15,16,16,16,19,23,16,22,18,19,15,19,19,25,16,17,21,29,21,39,25,26,44,32,32,37,27,45,32,41,46,40,32,49,41,57,39,50,43,58,32,51,38,68,46,66,46,53,47,46,40,65,49,62,45,51,48,50,49,55,46,57,45,49,54,49,38,42,33,40,39,48,40,43,35,28,32,41,44,43,38,44,43,35,52,41,40,44,42,53,54,44,60,45,51,45,52,42,58,45,69,47,48,46,44,61,46,55,50,55,51,37,42,29,31,31,37,31,30,25,33,24,30,22,23,28,18,20,21,12,12,10,13,8,9,10,21,14,5,7,9,9,9,6,7,4,8,4,11,2,7,2,4,3,7,1,2,0,5,0,1,0,0,0,6,0,2,1,1,1,0,0,1,1,0,0,1,0,0,0,0
3141,20211201,202109,67000330033,臺南市,南區,郡南里,1431,4004,1999,2005,9,11,13,11,12,10,18,16,7,10,19,18,16,10,12,12,12,13,20,12,15,19,9,9,13,12,22,12,24,11,19,16,13,13,14,16,12,15,15,17,23,22,21,26,23,20,29,15,26,30,21,36,20,28,32,25,25,31,34,24,51,26,32,23,29,40,38,30,26,27,35,28,37,38,35,35,40,42,44,37,34,27,36,40,39,35,36,36,31,37,25,29,23,24,29,18,24,28,32,37,35,26,29,26,27,36,31,26,34,30,31,26,23,32,28,32,32,35,33,36,39,36,26,44,32,35,33,40,33,29,34,34,30,26,34,27,21,20,20,23,25,25,16,30,19,26,8,13,14,13,11,12,12,13,8,6,5,9,7,11,8,8,5,8,7,10,2,3,5,4,4,8,1,5,3,7,3,4,3,1,0,2,3,1,0,3,0,1,0,3,0,0,0,1,0,2,0,0,0,0,1,0
3142,20211201,202109,67000330034,臺南市,南區,府南里,1971,5449,2641,2808,14,10,10,22,11,10,17,15,12,14,24,17,19,19,20,25,20,22,22,23,16,19,18,15,26,18,24,20,22,18,24,25,25,30,28,22,22,21,19,22,26,23,23,28,35,25,29,18,31,33,31,31,27,24,36,32,32,39,35,23,50,45,48,47,38,53,47,65,37,37,45,41,33,43,54,43,51,40,55,46,52,57,60,39,54,44,60,53,47,49,46,59,43,52,42,46,40,32,35,38,32,40,38,25,34,41,30,52,35,32,38,36,32,43,41,46,36,54,48,40,37,58,31,42,57,60,44,53,31,43,50,48,35,51,33,44,28,38,38,45,38,52,33,23,27,23,24,22,20,21,9,15,8,23,12,15,16,9,10,16,11,16,13,14,7,11,6,9,3,5,4,9,2,10,2,8,3,3,1,3,1,3,1,4,2,1,0,2,1,4,3,2,0,0,0,1,0,1,0,0,1,0
3143,20211201,202109,67000330035,臺南市,南區,文南里,2080,5637,2701,2936,16,10,17,8,17,13,23,22,23,16,23,17,15,18,19,18,17,14,14,22,15,16,6,9,22,14,19,21,28,26,19,18,22,22,22,26,21,24,32,21,34,31,30,27,24,45,37,27,42,22,36,34,50,33,36,38,32,36,48,38,41,44,42,37,46,39,43,36,38,43,38,47,53,44,38,47,42,49,63,46,50,56,46,45,49,47,45,42,52,49,38,43,36,45,36,41,44,45,38,36,42,55,49,61,50,46,39,56,37,38,39,49,45,43,30,54,35,52,47,52,39,57,39,59,41,51,35,62,35,66,40,35,55,43,42,39,32,53,35,41,27,41,22,39,27,41,24,23,16,21,13,17,9,15,19,17,9,16,13,17,10,17,12,15,12,13,7,16,6,9,8,11,11,5,4,1,3,5,2,6,1,4,0,1,0,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0
3144,20211201,202109,67000330036,臺南市,南區,鯤鯓里,687,1915,995,920,4,3,5,3,5,8,7,3,9,7,4,4,6,5,6,5,6,7,9,7,7,7,2,5,5,4,6,7,6,1,4,4,7,4,8,8,6,7,14,8,10,11,12,13,9,9,13,8,9,13,14,18,6,16,17,15,15,13,7,7,10,11,12,11,10,15,15,9,16,9,15,6,11,5,12,13,15,16,13,7,13,15,12,12,22,15,13,14,17,14,21,16,10,15,17,15,16,17,19,15,20,15,16,13,21,12,17,9,17,16,19,21,16,18,28,19,20,9,20,19,24,9,26,14,8,18,17,9,12,15,16,13,15,17,12,13,13,11,14,11,18,15,11,11,9,15,10,10,7,11,5,6,7,3,4,8,4,11,5,5,4,9,7,6,2,1,8,8,3,8,2,3,1,5,1,5,4,1,4,2,0,1,0,6,0,0,0,3,0,2,0,1,0,0,0,0,0,2,0,1,1,0
3145,20211201,202109,67000330037,臺南市,南區,松安里,653,1999,1071,928,5,2,5,1,0,9,6,6,5,4,6,2,12,7,8,8,9,8,8,4,11,8,6,5,7,13,8,4,15,6,10,9,11,10,8,7,6,12,7,13,13,16,17,15,12,9,16,19,12,12,22,10,18,12,23,5,10,11,13,13,17,11,14,6,21,7,11,11,13,12,9,18,12,20,12,11,17,17,17,14,21,11,19,14,18,16,19,25,18,15,31,21,25,16,19,13,15,13,14,11,16,18,18,18,18,15,20,11,30,20,16,13,13,15,22,16,20,10,20,11,19,16,16,11,15,15,7,14,9,12,15,7,14,12,13,12,7,11,13,10,16,9,11,11,10,8,3,13,5,6,4,7,6,8,8,1,4,10,7,7,4,7,2,4,2,4,2,1,4,3,2,5,3,4,0,2,0,4,1,1,0,1,2,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0
3146,20211201,202109,67000330038,臺南市,南區,永寧里,637,1902,1024,878,5,2,2,3,7,2,7,2,6,8,4,6,5,10,4,11,7,9,8,7,5,3,3,5,11,2,7,2,7,9,8,4,9,7,9,9,8,11,15,17,13,7,12,9,9,5,16,8,8,11,18,15,7,10,12,9,8,16,10,6,12,9,13,10,7,8,14,8,12,17,17,17,24,11,17,5,11,12,18,15,20,9,12,13,16,13,18,10,23,17,10,18,10,11,20,11,15,16,16,13,20,17,21,16,16,4,17,16,16,10,21,20,16,13,22,14,18,18,20,11,21,10,22,15,17,13,18,18,14,15,14,18,17,19,15,9,14,13,14,10,12,10,10,13,11,5,10,8,7,12,7,5,2,8,6,9,2,3,9,4,6,9,6,3,7,3,4,6,1,8,2,6,5,5,3,1,0,0,1,0,1,5,0,2,3,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3147,20211201,202109,67000330039,臺南市,南區,南華里,1072,2733,1327,1406,7,4,6,4,7,6,3,5,4,13,13,9,12,10,16,4,7,15,9,11,8,9,4,7,11,9,10,6,9,16,9,16,17,8,11,9,8,10,15,15,11,19,12,18,11,12,11,18,16,19,15,19,17,17,17,22,15,27,21,12,21,18,20,19,26,26,21,19,24,21,18,18,18,26,29,28,32,21,33,27,21,23,22,23,35,28,25,20,18,19,28,24,18,31,22,20,17,16,20,24,17,20,20,17,18,12,16,15,22,22,22,19,15,29,18,34,25,18,20,31,25,22,24,25,19,22,29,29,18,28,32,26,21,17,16,26,14,13,17,20,19,23,15,13,13,11,8,10,6,10,7,8,3,6,8,8,4,6,3,9,3,8,4,8,4,4,2,5,3,3,4,2,3,5,2,1,1,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
